Geneid	ck18FL1	ck18FL2	ck18FL3	ck18FL4	ck18HL1	ck18HL2	ck18HL3	ck18HL4	ck18K1	ck18k2	ck18K3	ck18K4
gene5467	0	0	0	1	0	0	0	0	0	0	0	4
gene5468	2461	1724	1079	1694	1900	1466	1604	1056	1652	2449	1788	7052
gene5469	0	0	0	0	0	1	0	2	1	0	0	7
gene5470	57	44	17	48	55	31	19	35	32	39	35	127
gene5471	1649	1567	984	1616	1577	1440	1751	1019	792	1562	991	4990
gene5472	26602	22670	13651	20579	23945	20392	21051	14108	8917	18341	12181	49880
gene5473	3171	2333	1546	2099	2750	2268	2434	1483	937	2011	1312	5078
gene5474	7979	6935	3185	4446	5910	5185	4505	2775	4037	7086	4119	14892
gene5475	2062	1715	892	1218	1784	1470	1365	904	1381	2167	1118	4907
gene5476	1934	1282	658	1051	760	611	852	534	1052	990	784	3061
gene5477	1931	1992	876	1244	1690	1647	1515	884	1049	2150	1127	4854
gene5478	17	22	13	11	8	8	16	6	15	35	21	78
gene5479	3	2	4	3	1	3	2	1	0	5	4	13
gene5480	10667	8713	4453	6993	8129	6378	6251	3918	6248	12032	6957	27194
gene5481	0	0	0	0	0	0	0	0	0	0	0	0
gene5482	233	146	109	148	173	113	121	84	116	173	119	512
gene5483	1458	1210	490	592	1145	922	667	346	1149	1942	772	2720
gene5484	20	20	5	6	6	3	5	5	14	32	13	32
gene5485	1165	723	505	659	972	521	735	433	801	953	847	2966
gene5486	33	27	9	24	8	10	8	3	4	2	1	2
gene5487	0	0	0	0	0	0	0	0	0	0	0	1
gene5488	454	319	158	189	335	229	213	133	507	625	303	1140
gene5489	46	35	21	22	39	25	32	12	62	70	70	165
gene5490	654	516	353	305	506	381	489	224	385	585	363	1304
gene5491	3	5	1	0	2	4	0	0	0	7	3	16
gene5492	4047	3645	2059	2346	3520	3053	3332	1572	2324	4540	2607	8711
gene5493	679	617	442	579	567	439	553	308	302	581	415	1306
gene5494	6	4	1	4	1	4	2	1	4	9	5	23
gene5495	5172	4635	2252	2833	4137	4175	3567	1955	2882	6609	3063	12458
gene5496	9	12	4	6	9	0	8	4	4	12	6	45
gene5497	1458	1255	985	1809	1396	1053	1513	1182	708	1280	1219	5555
gene5498	565	389	213	302	437	328	322	190	291	472	371	1394
gene5499	751	562	371	492	564	478	571	364	583	781	575	2229
gene5500	1	0	0	0	0	0	0	0	0	0	0	0
gene5501	3211	2931	1598	2088	2504	2234	2133	1351	1501	3161	1881	7087
gene5502	8	8	0	2	8	8	2	2	2	12	2	10
gene5503	2855	2361	1321	2087	2550	2156	2138	1353	1198	2138	1259	5943
gene5504	3078	2531	1280	1671	2832	2070	1919	1151	1629	2975	1801	6229
gene5505	987	954	222	743	705	603	335	377	277	656	229	1550
gene5506	2	1	1	0	1	0	0	0	0	5	0	4
gene5507	71	70	30	47	67	45	30	22	61	111	71	237
gene5508	0	0	0	0	0	0	0	0	0	0	0	0
gene5509	10	6	2	11	8	4	6	4	2	2	1	3
gene5510	2998	3319	1973	2452	3187	3321	3895	1745	2138	4965	3930	12464
gene5511	7362	5592	2714	4497	7662	5624	4608	3831	1788	2905	1336	7020
gene5512	34891	28201	18069	27145	25802	21447	26552	17589	14155	26090	21361	85760
gene5513	9	4	0	1	4	3	4	1	1	6	3	9
gene5514	2961	2645	1362	1723	2299	2191	1801	1108	1040	2306	1286	4974
gene5515	1362	1138	606	1016	1099	871	862	615	734	1266	839	3273
gene5516	1743	1372	742	919	1413	1245	959	614	944	1605	1044	3451
gene5517	124	116	56	86	46	38	63	29	54	115	98	356
gene5518	40	28	24	37	20	21	31	26	25	26	17	66
gene5519	3179	2251	1119	2121	1858	1353	1476	955	1217	1547	1370	5029
gene5520	170	145	60	81	161	97	85	42	92	83	55	133
gene5521	9	8	5	4	8	9	16	4	3	10	4	13
gene5522	1659	1373	622	911	1396	1191	951	655	517	1098	704	2848
gene5523	732	489	288	425	451	371	368	233	359	545	380	1371
gene5524	100	70	38	65	86	31	34	30	64	77	68	244
gene5525	38	5	0	5	10	2	0	3	117	39	0	75
gene5526	878	518	217	242	1218	1192	718	373	3166	5678	3302	11890
gene5527	116	112	11	28	157	233	80	36	406	988	373	790
gene5528	20	15	6	7	14	6	20	11	10	24	9	44
gene5529	874	1029	470	615	793	1042	771	400	551	1394	797	2682
gene5530	4814	4394	2173	3148	3846	3680	3382	2132	2150	5003	3000	10786
gene5531	668	594	396	508	816	759	780	437	514	1106	863	2411
gene5532	990	635	345	692	947	538	536	427	563	780	572	2584
gene5533	1	4	0	0	1	3	5	0	0	7	5	5
gene5534	67	71	56	53	444	611	313	425	22	38	35	97
gene5535	1	3	0	1	6	7	5	2	0	3	3	6
gene5536	0	1	1	0	0	3	2	0	4	26	12	45
gene5537	0	0	0	0	0	0	0	0	0	0	0	0
gene5538	0	2	0	0	0	0	0	1	1	2	0	0
gene5539	7517	6541	3185	5270	5732	5205	5569	3551	2868	6132	3714	16395
gene5540	862	658	281	383	701	513	389	255	629	850	465	1840
gene5541	1777	1290	603	880	1322	944	820	517	761	1354	722	2787
gene5542	16	11	5	2	4	3	2	3	2	2	3	22
gene5543	8	1	2	1	2	0	2	0	1	3	3	6
gene5544	1958	1685	1037	1270	1558	1427	1513	825	1192	2106	1346	5124
gene5545	378	374	194	305	338	288	317	180	290	650	374	1568
gene5546	303	232	148	209	238	196	181	123	248	363	261	1000
gene5547	3399	2582	1018	1455	2962	2252	1561	1055	1900	3317	1429	5762
gene5548	4186	3637	1557	2108	3243	2670	2406	1320	2598	4868	2761	9256
gene5549	1375	1086	652	767	1217	1018	897	585	777	1293	852	2753
gene5550	2217	1655	662	1011	2213	1591	1072	761	861	1343	576	2478
gene5551	23	21	26	24	18	23	32	17	47	48	36	161
gene5552	790	757	494	545	712	728	960	497	1078	1629	1036	5073
gene5553	2	0	2	2	2	3	2	4	4	0	1	8
gene5554	67	54	29	45	49	63	47	29	26	73	48	176
gene5555	1416	1229	675	970	842	899	929	467	913	1823	1243	5008
gene5556	2	6	1	0	0	2	7	2	1	4	1	6
gene5557	1836	1285	1022	1626	1618	1079	1427	954	855	1181	1111	4555
gene5558	3026	2362	1660	2114	2544	2200	2771	1483	1059	1848	1874	5940
gene5559	603	439	326	456	496	347	516	304	335	452	386	1395
gene5560	1339	1125	581	757	1242	978	868	574	736	1371	834	2801
gene5561	523	494	259	348	477	400	399	243	297	472	310	1121
gene5562	265	222	120	136	224	139	133	72	221	294	183	598
gene5563	444	277	229	271	219	206	265	114	255	309	255	810
gene5564	0	0	0	0	0	0	0	0	0	0	0	0
gene5565	31	28	12	7	16	9	16	6	48	68	23	138
gene5566	2235	1811	864	1155	1770	1520	1281	759	1266	2263	1147	4429
gene5567	0	0	0	0	0	0	0	0	0	0	0	0
gene5568	0	0	0	0	0	0	0	0	0	0	0	1
gene5569	0	0	0	0	0	0	0	0	0	0	0	0
gene5570	0	0	0	0	0	0	0	0	0	0	0	0
gene5571	0	0	0	0	0	0	0	0	0	0	0	0
gene5572	0	0	0	0	0	0	0	0	0	0	0	0
gene5573	52	140	52	69	82	116	93	50	43	162	45	196
gene5574	0	0	1	1	0	1	0	1	0	2	1	1
gene5575	3841	2435	1357	1887	2824	1946	1765	1104	1667	2473	1664	6070
gene5576	1222	872	450	546	920	751	637	369	602	937	534	2092
gene5577	2031	1573	1010	1388	1682	1282	1614	941	803	1521	1129	4456
gene5578	1216	1125	614	799	1102	808	774	504	730	1213	733	2842
gene5579	3866	3522	2030	2856	2496	2487	3117	1670	1893	3726	2641	9967
gene5580	882	661	318	543	634	432	475	255	691	967	818	3125
gene5581	622	523	242	292	221	262	330	131	1548	2378	1069	6811
gene5582	173	124	72	106	133	81	129	78	195	230	136	659
gene5583	0	0	0	0	0	0	0	0	0	0	0	0
gene5584	317	275	187	216	266	230	274	125	206	442	240	1033
gene5585	7	3	0	4	2	2	2	1	7	4	4	26
gene5586	0	0	0	0	0	0	0	0	1	0	0	6
gene5587	1536	945	626	967	1315	826	849	690	768	1048	787	3540
gene5588	1	0	1	0	5	0	2	1	0	1	0	1
gene5589	80	61	50	53	34	44	26	17	68	154	101	376
gene5590	68	60	27	46	84	62	67	37	32	70	39	156
gene5591	418	432	282	311	446	421	458	229	321	580	402	1261
gene5592	4	6	1	1	0	1	1	0	2	12	5	14
gene5593	669	514	320	457	413	430	342	260	739	1267	800	3878
gene5594	287	341	184	227	289	255	273	163	188	441	247	1028
gene5595	259	133	92	109	228	102	153	84	114	121	106	390
gene5596	12573	11428	8655	12950	9809	8521	12153	6957	5559	10662	9801	37362
gene5597	15	22	12	17	23	20	9	10	18	36	11	78
gene5598	2109	2114	1056	1512	1846	1912	1657	1071	968	2266	1232	5389
gene5599	25	2	11	6	15	2	5	5	11	14	8	35
gene5600	547	512	278	420	397	394	367	250	248	509	317	1259
gene5601	0	0	0	2	0	0	0	0	0	0	0	1
gene5602	384	260	175	241	296	240	236	145	228	305	282	955
gene5603	349	215	213	342	292	193	290	159	122	217	175	820
gene5604	2303	1413	1153	1607	1907	1314	1595	1084	964	1478	1199	4797
gene5605	4	0	0	1	0	0	0	1	0	1	0	0
gene5606	0	0	0	0	0	0	1	0	0	0	0	2
gene5607	635	440	336	281	431	184	347	179	307	230	188	825
gene5608	206	170	94	139	75	67	107	41	96	194	148	433
gene5609	1070	733	393	457	788	535	435	326	526	833	442	1604
gene5610	37	103	27	17	13	9	71	8	214	204	77	501
gene5611	0	1	1	0	0	0	2	0	0	0	0	0
gene5612	5	1	3	4	3	0	6	1	1	0	0	0
gene5613	255	269	115	160	137	123	87	53	136	173	137	455
gene5614	10	8	2	5	5	6	6	5	8	8	5	37
gene5615	31528	29143	18901	28121	27626	24603	29965	17301	20153	34313	24373	106026
gene5616	21	13	4	10	29	16	6	8	14	12	7	25
gene5617	1488	1140	617	782	1309	1113	917	616	582	1084	662	2230
gene5618	13	2	7	11	17	6	7	9	8	7	4	24
gene5619	24	4	7	12	11	7	2	10	5	8	4	33
gene5620	8	3	4	8	13	6	8	5	1	4	6	11
gene5621	0	1	0	0	0	0	0	0	0	0	0	0
gene5622	0	0	0	0	0	0	0	0	0	0	0	0
gene5623	1097	766	389	496	764	711	568	350	1263	1854	916	3691
gene5624	2	0	0	1	3	0	4	0	2	3	3	23
gene5625	0	2	0	3	0	2	2	2	2	13	4	21
gene5626	0	0	2	0	1	0	0	0	4	2	0	8
gene5627	497	756	239	268	446	582	540	163	507	1456	782	2413
gene5628	171	81	46	59	348	382	429	306	151	102	70	269
gene5629	34	50	11	18	55	90	93	62	13	25	19	42
gene5630	5069	3782	2398	3289	4623	3434	3690	2481	2467	4155	3034	11399
gene5631	0	0	0	0	0	0	0	0	0	1	0	0
gene5632	662	544	272	323	530	423	358	193	412	669	394	1259
gene5633	0	0	0	0	0	0	0	0	0	1	0	0
gene5634	2393	1789	1320	1760	2357	1592	2063	1172	948	1559	1352	4698
gene5635	103	107	13	17	73	85	22	21	30	69	15	52
gene5636	0	2	0	0	0	0	0	0	0	0	0	0
gene5637	2	0	1	1	2	2	0	0	1	0	1	1
gene5638	4429	3188	1293	1828	2604	1657	1313	865	1414	1978	925	2983
gene5639	16	20	10	21	17	6	12	6	8	7	5	6
gene5640	10	8	5	0	1	2	0	1	0	2	0	0
gene5641	1915	1354	901	1319	1449	997	1385	879	861	1339	1190	4027
gene5642	7	3	2	1	6	0	2	2	39	35	11	48
gene5643	2	5	7	6	3	1	7	3	6	13	19	32
gene5644	4284	3668	2315	3112	2609	2064	2595	1387	1880	3475	2519	9496
gene5645	344	185	93	196	69	56	65	40	130	142	99	465
gene5646	0	0	0	0	0	0	0	0	0	0	0	0
gene5647	0	0	0	0	0	0	0	0	0	0	1	0
gene5648	2	0	0	0	0	0	0	0	0	0	0	1
gene5649	3249	3209	1724	2508	2530	2191	2531	1358	3117	5307	2773	12455
gene5650	2	2	1	0	0	1	0	0	0	0	1	4
gene5651	0	5	0	0	1	1	0	0	0	1	0	4
gene5652	2	0	0	0	0	0	0	0	0	0	0	1
gene5653	407	251	108	186	300	218	137	109	357	274	167	840
gene5654	1015	536	231	333	682	416	305	199	720	693	341	1561
gene5655	260	330	197	241	248	281	307	164	238	438	324	1083
gene5656	1273	1199	635	911	1154	1114	1100	583	657	1363	809	3109
gene5657	454	385	224	244	726	524	704	319	411	888	577	1533
gene5658	1490	881	289	374	1405	824	487	287	712	1053	342	1404
gene5659	5	3	2	1	3	3	2	1	3	11	4	3
gene5660	518	391	257	385	488	344	432	213	340	476	379	1453
gene5661	120	104	55	73	90	56	79	44	68	123	77	287
gene5662	1343	1336	584	693	1109	1123	774	459	640	1573	658	2364
gene5663	781	579	413	474	617	532	571	288	666	898	636	2297
gene5664	6	1	0	0	1	0	2	0	2	0	0	2
gene5665	0	0	2	1	1	0	0	0	0	0	1	1
gene5666	0	0	0	0	0	0	0	0	0	0	0	0
gene5667	0	0	0	0	0	0	0	0	0	0	0	0
gene5668	2169	1868	1190	1795	2101	1621	1904	1122	1071	1933	1222	5466
gene5669	137	173	97	65	116	118	105	42	208	333	188	628
gene5670	186	234	166	204	112	174	130	97	224	404	270	988
gene5671	107	39	20	33	13	4	4	2	57	32	43	86
gene5672	0	0	0	0	0	0	0	0	0	0	0	0
gene5673	1	0	1	0	0	0	0	0	0	0	0	1
gene5674	1	0	0	0	1	0	1	0	0	0	0	0
gene5675	0	0	0	0	1	0	0	0	0	0	0	1
gene5676	7	3	0	1	2	0	1	0	3	0	3	5
gene5677	141	100	42	36	49	36	38	19	91	103	94	290
gene5678	0	0	0	0	0	0	0	0	0	1	0	0
gene5679	276	229	93	149	211	178	128	100	272	340	243	978
gene5680	2040	1603	1171	1648	1662	1309	1725	838	868	1855	1573	6165
gene5681	113	27	18	31	59	12	29	6	93	57	34	133
gene5682	6411	5910	3328	4586	5083	4726	4865	2665	3584	6927	4558	15668
gene5683	4776	3877	2520	3545	4220	3422	3445	2329	1242	2324	1730	6683
gene5684	41	50	20	26	34	34	29	11	26	58	32	87
gene5685	6	7	6	4	11	6	6	3	10	11	8	37
gene5686	19595	13705	6397	14173	17058	12493	9879	8852	8047	13160	7302	44945
gene5687	453	287	110	177	353	231	137	101	216	342	151	513
gene5688	0	2	0	0	0	0	1	1	0	0	0	0
gene5689	15	16	7	8	16	20	11	6	8	9	8	9
gene5690	0	0	0	0	0	0	0	0	0	0	2	0
gene5691	0	0	0	0	0	0	0	1	0	0	0	0
gene5692	1500	1203	516	527	799	587	426	239	546	712	375	1198
gene5693	466	413	308	337	290	329	418	181	166	356	337	1148
gene5694	968	920	795	726	766	755	1237	403	467	978	1124	2217
gene5695	2949	2541	1261	1794	2507	2292	1729	1195	1088	2299	1100	4195
gene5696	1189	1320	708	789	861	833	854	425	394	831	664	1678
gene5697	10	25	12	11	9	11	15	5	4	2	1	6
gene5698	0	0	0	0	0	0	0	0	0	0	0	0
gene5699	5	7	1	3	5	3	3	1	1	3	4	4
gene5700	0	0	0	0	0	0	0	0	0	0	0	0
gene5701	2306	1838	1107	1244	1836	1398	1231	778	993	1787	981	4356
gene5702	0	0	0	1	0	0	1	0	0	0	1	3
gene5703	1756	1682	893	1091	1532	1536	1336	774	784	1790	872	3662
gene5704	0	0	0	0	0	0	1	0	0	0	1	0
gene5705	1749	1328	759	1033	1410	1117	1023	641	957	1671	943	3577
gene5706	1426	910	614	908	971	733	1059	495	1129	1852	1404	5347
gene5707	0	0	0	0	0	0	0	1	1	0	0	1
gene5708	2	3	3	0	3	0	3	2	7	11	9	35
gene5709	0	0	0	0	0	0	0	0	3	4	1	3
gene5710	0	0	0	0	0	0	0	0	2	0	0	1
gene5711	0	0	0	0	0	0	0	0	0	0	0	0
gene5712	10	12	10	6	1	1	0	1	2	7	2	17
gene5713	0	0	0	0	0	0	0	0	0	0	0	2
gene5714	7	12	2	6	12	1	3	1	3	4	2	28
gene5715	2251	1779	780	1069	1799	1319	928	673	1037	1964	935	3130
gene5716	324	368	199	289	309	256	300	175	208	431	377	1277
gene5717	0	0	0	0	0	0	0	0	1	0	0	1
gene5718	1653	1469	808	1102	1332	1358	1026	765	678	1566	887	3523
gene5719	1	0	0	0	0	1	1	0	0	2	3	1
gene5720	0	1	1	0	0	0	0	0	0	0	2	0
gene5721	21	67	15	8	9	11	8	5	27	115	49	131
gene5722	0	1	0	0	0	1	0	0	3	4	1	4
gene5723	1670	1349	653	1111	1241	1016	917	655	1431	2351	1371	6077
gene5724	1484	1413	776	1083	937	840	845	503	970	1753	1260	4169
gene5725	0	2	0	2	0	0	0	1	0	0	0	0
gene5726	8	19	10	8	1	1	2	1	4	17	4	37
gene5727	0	0	0	0	0	0	0	0	0	0	0	0
gene5728	0	0	0	0	0	0	0	0	0	0	0	0
gene5729	0	4	0	1	1	1	1	0	3	5	0	25
gene5730	6	2	1	4	0	0	1	0	5	0	1	2
gene5731	0	0	0	0	0	0	0	0	0	0	0	0
gene5732	25	18	6	10	1	1	1	0	13	15	4	40
gene5733	19343	14745	8909	13480	15621	12444	12491	7944	8503	14308	10423	39574
gene5734	0	0	0	1	0	0	0	0	0	0	0	0
gene5735	3850	2933	1205	1733	3434	2067	1720	1101	1611	2738	1495	5893
gene5736	0	0	2	0	0	0	0	0	1	3	0	4
gene5737	0	0	0	2	0	0	0	0	0	1	1	0
gene5738	497	504	137	386	563	363	384	216	417	776	404	1980
gene5739	0	1	0	0	2	1	1	1	3	12	1	24
gene5740	2315	1367	990	1307	1905	1382	1553	1045	1081	1196	1215	4721
gene5741	4	3	1	2	1	3	1	5	4	5	4	10
gene5742	1023	606	315	518	950	503	438	327	505	661	521	1691
gene5743	0	0	0	0	1	0	1	0	0	0	0	0
gene5744	2082	1823	1174	1463	1557	1503	1651	816	1030	1918	1455	4982
gene5745	1124	879	526	846	1007	834	1186	596	937	1246	1094	4657
gene5746	286	289	115	125	266	227	139	100	140	326	152	541
gene5747	8019	6387	3595	4968	5868	5439	5516	3019	6567	11652	7749	24743
gene5748	1648	1396	853	1105	1435	1171	1333	728	855	1405	948	3556
gene5749	4212	3569	1819	2355	2630	2289	1993	1267	2981	4321	2331	8910
gene5750	0	3	0	3	0	3	2	1	0	3	0	2
gene5751	4045	2946	1876	2861	3414	2716	2338	1904	1489	2414	2019	7429
gene5752	2074	1667	1344	1680	1542	1480	1903	1009	1099	2120	1600	6431
gene5753	9399	7240	3608	4885	6359	5530	4378	2727	6474	15793	8090	26065
gene5754	2447	2700	928	1284	1232	1574	1114	521	2442	5742	2808	8502
gene5755	958	877	372	587	290	265	217	132	655	541	326	1336
gene5756	38	22	16	21	28	6	25	13	36	52	33	114
gene5757	679	481	358	579	457	363	505	266	531	773	764	2414
gene5758	2278	1834	1214	1765	1688	1450	1680	1026	1131	2068	1649	5836
gene5759	2047	1991	1071	1362	1372	1417	1311	728	752	1890	1239	3711
gene5760	0	1	0	0	0	2	0	0	1	1	1	0
gene5761	500	393	208	239	461	325	323	160	404	576	418	1279
gene5762	15	6	4	7	0	3	5	2	4	7	4	13
gene5763	629	586	307	456	543	541	411	284	276	449	299	1225
gene5764	0	1	0	0	0	0	2	0	1	1	1	5
gene5765	14236	10597	5159	6145	12254	10694	7356	4485	6065	10040	6411	18608
gene5766	30	7	9	26	15	6	10	7	8	15	13	80
gene5767	21	16	10	14	13	15	18	7	13	8	23	52
gene5768	1867	1367	870	1064	1368	1042	1259	663	597	973	757	2777
gene5769	83	65	45	40	87	35	59	25	81	127	125	284
gene5770	987	867	511	573	662	609	801	356	631	938	908	2780
gene5771	26	51	13	17	12	48	40	12	23	54	28	91
gene5772	0	0	0	0	0	1	1	0	0	0	1	5
gene5773	148	102	86	127	139	115	114	65	103	128	102	448
gene5774	1633	1436	579	786	1361	1207	890	470	1109	1919	798	3127
gene5775	0	0	0	0	0	0	0	2	0	0	1	4
gene5776	0	0	0	0	0	0	0	0	0	0	0	0
gene5777	0	0	0	0	0	0	0	0	0	0	0	0
gene5778	645	590	310	413	637	547	420	276	549	705	527	1816
gene5779	0	2	1	0	1	2	0	0	1	5	2	8
gene5780	5272	4897	3399	4629	4390	3907	4672	2925	2516	5134	3942	14857
gene5781	8	5	4	9	0	0	0	1	3	0	1	1
gene5782	676	610	342	467	440	437	580	255	421	900	612	2370
gene5783	138	133	50	44	123	91	73	43	115	221	109	390
gene5784	2620	2464	1327	1675	2311	1980	1833	1018	1258	2497	1447	5360
gene5785	4002	4055	2161	2867	3446	3422	3230	1863	1187	2702	1616	5742
gene5786	829	736	381	561	691	642	640	330	617	1154	725	2755
gene5787	7523	7429	3571	4448	5837	6393	5050	3112	4090	8107	4374	17265
gene5788	900	725	436	605	721	622	585	459	354	692	447	2052
gene5789	998	649	476	652	858	532	655	387	510	712	556	2035
gene5790	615	489	363	493	573	457	533	313	718	834	597	2587
gene5791	0	2	0	1	1	2	2	1	2	2	3	3
gene5792	1371	1051	473	670	993	839	697	469	783	1344	788	2615
gene5793	2086	1256	1002	1601	1151	577	1110	723	321	332	325	1001
gene5794	2	0	3	0	1	1	1	0	0	2	0	1
gene5795	0	0	0	0	0	0	0	0	0	0	0	0
gene5796	6884	5876	3195	4602	5634	5105	4635	2990	2747	5239	3169	12546
gene5797	42	118	48	63	22	106	43	36	11	74	35	74
gene5798	195	86	38	68	74	58	43	27	142	106	86	310
gene5799	0	0	0	0	0	0	0	0	0	0	0	0
gene5800	135	101	63	90	61	40	40	13	179	140	144	451
gene5801	4013	3584	2188	3051	3035	2562	2787	1572	1293	2834	1919	6873
gene5802	1633	1043	707	953	1423	888	1138	679	959	1389	1087	3814
gene5803	1838	996	697	1101	2168	1251	1140	914	496	577	548	1965
gene5804	11	10	6	12	25	8	13	3	7	7	11	27
gene5805	20	22	8	27	52	22	32	23	8	15	13	82
gene5806	6	1	4	0	12	1	6	1	3	3	0	0
gene5807	1972	1647	826	1268	1684	1368	1231	818	912	1737	1065	4220
gene5808	193	96	112	117	46	35	50	19	49	70	79	193
gene5809	0	0	0	0	0	0	0	0	0	0	0	0
gene5810	0	0	0	0	0	0	0	0	0	0	0	0
gene5811	2637	2285	1052	1183	2406	1923	1463	867	1422	2460	1355	3941
gene5812	257	258	142	173	258	264	246	131	147	308	171	575
gene5813	2208	1676	1073	1430	2296	1731	1903	1093	1356	2063	1400	4987
gene5814	5704	4972	3470	5028	4625	3864	5329	2602	3350	5719	4870	18479
gene5815	759	575	354	610	623	578	581	372	475	799	612	2747
gene5816	1726	1700	813	1240	1511	1562	1282	826	708	1734	965	3532
gene5817	0	0	0	0	0	0	0	0	0	0	0	0
gene5818	550	484	208	273	491	367	299	207	261	456	254	898
gene5819	0	0	0	0	0	0	0	0	0	0	0	0
gene5820	0	0	0	0	0	0	0	0	0	0	0	0
gene5821	2	2	1	0	0	0	2	0	0	0	1	1
gene5822	0	0	0	1	0	0	0	0	1	0	0	0
gene5823	1329	643	548	786	1211	544	795	511	521	679	605	2264
gene5824	20	16	11	25	31	7	9	9	19	19	13	63
gene5825	983	594	478	551	821	529	671	369	351	567	457	1477
gene5826	0	0	0	0	0	0	0	0	0	0	0	0
gene5827	387	299	165	206	305	216	166	115	97	187	94	327
gene5828	0	0	0	0	0	0	0	0	0	0	0	0
gene5829	0	1	0	0	0	1	2	1	0	1	2	0
gene5830	2	0	2	0	0	1	0	0	0	0	0	0
gene5831	80	50	21	36	12	8	1	8	1	1	0	6
gene5832	2359	1811	946	1322	1755	1535	1365	840	1266	2197	1222	4719
gene5833	11	3	0	3	19	15	12	3	1	2	7	7
gene5834	0	0	0	0	0	0	0	0	0	0	0	0
gene5835	0	0	0	0	0	0	0	0	0	0	0	0
gene5836	7	1	2	5	14	21	7	6	1	1	0	2
gene5837	826	603	276	360	695	471	335	222	512	858	431	1342
gene5838	0	0	0	0	1	0	0	0	0	0	1	1
gene5839	0	0	0	0	1	0	0	0	0	0	0	0
gene5840	0	0	0	0	1	0	0	0	0	0	0	0
gene5841	465	399	168	209	243	219	277	119	163	325	228	865
gene5842	3	0	0	1	0	2	0	0	0	0	0	0
gene5843	0	0	0	0	0	0	0	0	0	0	0	0
gene5844	7656	6519	3240	4352	5929	5457	4660	2964	2910	5673	3267	11967
gene5845	2456	2551	1237	1416	1710	1962	1752	895	751	1617	1134	3328
gene5846	0	1	0	0	0	2	0	0	0	0	0	0
gene5847	2016	1720	792	1338	1674	1497	1060	892	902	1765	892	3444
gene5848	11385	8458	5299	8199	9968	7164	7668	5192	4309	6821	4856	18713
gene5849	373	311	222	264	260	227	310	155	289	520	316	1365
gene5850	684	461	389	396	459	374	537	249	455	667	523	1733
gene5851	1	0	1	1	0	0	1	0	1	0	0	0
gene5852	330	219	156	215	261	195	259	137	198	272	211	976
gene5853	73	31	18	5	15	8	18	16	315	310	81	571
gene5854	10	6	5	0	0	5	7	1	38	70	12	108
gene5855	681	738	335	362	554	599	420	222	683	1208	508	1907
gene5856	3344	2898	1294	1728	2080	2169	2070	1024	3647	5768	3000	11224
gene5857	192	196	116	162	161	193	197	87	132	326	189	680
gene5858	2602	2365	1193	1482	2245	2095	1811	1031	1137	2487	1334	4534
gene5859	0	0	0	0	0	0	0	0	0	0	0	0
gene5860	0	0	0	0	0	0	0	0	0	0	0	1
gene5861	0	0	0	1	0	0	0	0	0	1	0	4
gene5862	379	455	165	374	379	402	345	199	353	695	370	1893
gene5863	0	0	0	1	0	0	0	0	0	0	0	0
gene5864	0	0	0	0	0	0	0	0	0	0	0	0
gene5865	5574	4443	2086	2465	3981	3330	2625	1772	1904	3942	2167	7158
gene5866	1888	1285	802	1176	1608	1108	1053	727	903	1355	954	3638
gene5867	1234	1061	650	1016	1017	821	896	596	729	1292	893	3794
gene5868	584	592	352	504	515	439	484	255	282	633	443	1675
gene5869	11	8	2	8	11	3	5	5	4	6	4	46
gene5870	1	3	3	2	4	1	6	7	2	0	4	10
gene5871	15	23	6	15	14	19	9	8	13	21	13	51
gene5872	227	175	125	181	172	141	208	128	181	243	209	863
gene5873	3996	2451	1546	2318	2908	2059	2130	1573	1966	2657	2221	7832
gene5874	0	0	1	3	0	0	0	0	0	0	1	6
gene5875	5	3	1	3	5	0	0	1	3	2	1	10
gene5876	0	0	0	0	0	0	0	0	0	0	0	0
gene5877	0	0	0	0	0	0	0	0	0	0	0	0
gene5878	5	19	5	18	13	24	8	5	6	28	12	70
gene5879	4237	2483	1386	2446	3690	2131	1929	1584	1636	2169	1192	5277
gene5880	12787	10294	5942	8873	10297	8566	8350	5686	4189	7943	5213	21289
gene5881	2013	2135	1101	1480	1601	1428	1414	895	1008	1955	1299	4666
gene5882	1180	1199	537	767	363	289	202	149	21	18	3	33
gene5883	0	0	0	0	0	0	0	0	0	0	0	0
gene5884	0	0	0	0	0	2	1	1	0	0	0	0
gene5885	0	2	3	1	3	6	3	3	1	0	2	0
gene5886	0	0	0	0	0	0	0	0	0	0	0	0
gene5887	404	244	140	226	825	364	646	440	2	4	1	15
gene5888	0	0	0	0	1	2	2	0	0	0	0	0
gene5889	987	619	422	671	782	508	653	446	428	543	576	1904
gene5890	1	2	2	1	12	3	6	3	0	2	0	4
gene5891	780	508	330	493	662	445	454	309	303	501	354	1492
gene5892	14	9	4	4	6	4	6	7	3	5	4	13
gene5893	40	57	39	46	35	31	50	29	28	74	95	180
gene5894	315	368	191	136	173	158	173	78	1044	1261	514	2725
gene5895	1	1	0	1	0	1	0	0	1	6	1	0
gene5896	342	344	187	271	354	291	316	144	254	520	267	1150
gene5897	236	189	118	174	190	160	169	109	150	285	198	813
gene5898	1193	1066	646	816	1100	858	1053	571	1069	1995	1210	5549
gene5899	1111	671	566	735	1192	587	798	555	572	684	631	2420
gene5900	476	363	229	266	443	369	387	234	217	351	274	857
gene5901	2740	1950	877	1209	3121	2419	1756	1133	645	1239	605	2330
